"sp","site","strata","SLA_LEAF","SLA_DISC","LIFETIME","Amass","Rmass","Amax","N_PCT","P_PCT","LT","LAMTUF","MDRBTUF","VEINTUF","LMA_LEAF","LMA","LL","Aarea","Aarea_DISC","Rarea","Rarea_DISC","sp_site_strata","Narea","Parea","LD","SampleID","Run","BagNo","%NPE","%WS","%AS","Lig","%Ash","%NDF","ADF","site2","cell_mass","cell_area","cell_vol","gr","LMAp","LMAs","preLL","site_strata"
"SERA","PNM","CAN",190.5442009,204.6620256,245,263.4273578,42.77717311,13.825,2.343,0.16539,0.28,0.4362,1.8507,2.4058,52.4812613176726,25.4202550215349,7.67671232876712,17.4999999980383,12.8713354139694,0.989000000046019,2.09013728778418,"SERA_DRY_CAN",0.122963595267307,0.00867987580932987,0.174503724418751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,6.80806793007324,18.6121863730408,3.25861412708992,"DRY_CAN"
"SERM","PNM","UNDER",243.1625741,279.5599609,309,77.16359018,7.805518628,3.173333333,1.861,0.1671,0.15,0.3622,1.5161,2.6116,41.1247497153387,73.1534502573897,9.02465753424658,5.96999999889802,2.76018031808217,1.40800000046611,0.279207315771233,"SERM_DRY_UNDER",0.0765331592202453,0.0068719456774331,0.238470009982988,NA,4,94,57.95,10.63,12.89,18.23,0.31,42.05,31.42,"DRY",13.19,4.71812914751341,0.0314541943167561,2,37.867213834735,35.2862242803811,17.3617864896573,"DRY_UNDER"
"SIMA","PNSL","CAN",117.9171817,51.71352591,253,169.5059487,12.20442831,14.375,1.12,0.05684,0.3875,0.658775,3.7041,NA,84.8052832999485,79.7420436749948,5.32602739726027,5.37166666856395,32.7778749789757,0.802500000389965,2.36000699918239,"SIMA_WET_CAN",0.0949819172959423,0.00482033230276907,0.499027114450012,NA,4,95,64.53,12.08,14.89,8.38,0.13,35.47,23.4,"WET",15.02,29.0446256287768,0.0749538725903918,3,51.7051226538353,28.0369194689943,13.5444144756452,"WET_CAN"
"SOCE","PNSL","UNDER",161.2495114,189.5844187,938,35.75707915,1.081177974,NA,1.63,0.08233,NA,NA,NA,NA,62.0156917883225,41.8432712490352,11.0794520547945,4.05249999915267,1.88607689361763,0.707499999933473,0.0570288413685971,"SOCE_WET_UNDER",0.101085577614966,0.00510575190493259,NA,NA,5,97,44.63,17.23,20.71,15.75,1.69,55.37,38.14,"WET",22.39,11.8100422774881,NA,4,22.1409833244789,19.7022879215813,11.2105596654547,"WET_UNDER"
"SPOM","PNM","CAN",110.921297,118.4880844,173,143.0884731,10.62071418,12.9,1.634,0.13353,0.231667,0.887,2.980675,5.476166667,90.1540125337698,63.0901681850953,7.03561643835616,15.5250000017297,12.0761909372214,1.40500000023829,0.89635293150203,"SPOM_DRY_CAN",0.14731165648018,0.0120382652936343,0.364301657301518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,20.6437635341137,42.4464031925854,8.41949640870064,"DRY_CAN"
"STIH","PNM","CAN",134.3040671,168.373428,150,151.3942596,14.76673218,11.2725,1.587,0.13831,0.21,0.3404,2.0007,3.2288,74.4579089518876,140.674859667466,16.5041095890411,2.54666666655066,8.99157672313947,0.883499999914332,0.877022719998312,"STIH_DRY_CAN",0.118164701506646,0.0102982733871356,0.282818068056722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,97.5365289935166,43.1383254926941,37.0961640391317,"DRY_CAN"
"STIR","PNM","CAN",191.434644,238.987051,199,82.41261424,31.96958555,4.305,2.897,0.21978,0.15,0.2907,1.5778,1.7185,52.2371488830413,29.8992194633849,5.91780821917808,19.3750000097844,3.44841337198642,1.05500000036007,1.33771203988789,"STIR_DRY_CAN",0.151331020314171,0.0114806805815148,0.278955141660234,NA,5,98,55.79,14.03,18.21,11.63,0.34,44.21,30.18,"DRY",18.55,7.76192681669602,0.0517461787779735,1,7.76515241155305,22.1340659747522,3.6397928653515,"DRY_CAN"
"SYMG","PNSL","CAN",114.512664,120.4027412,230,80.33063381,4.804378819,7.015,1.558,0.08446,0.385,0.615975,4.30395,NA,87.3265859922707,96.5625133805468,5.91780821917808,5.54749999876841,6.67182765187741,1.34000000005211,0.399025700836785,"SYMG_WET_CAN",0.136054820975958,0.00737560345290718,0.215726201207336,NA,5,100,58.98,14.97,10.21,15.71,0.12,41.02,26.04,"WET",10.33,8.57953888511635,0.0222845165847178,3,60.3221518247937,36.2403610988953,17.8332014461667,"WET_CAN"
"SYMG","PNSL","UNDER",321.483587,197.8206697,1001,69.92268018,6.767229507,2.175,1.34,0.06703,0.205,0.396925,2.788125,NA,31.105787058423,86.5625158882793,8.31780821917808,4.11166666691808,3.53464985666258,0.604500000082663,0.342089101066267,"SYMG_WET_UNDER",0.0416817546582868,0.00208502090652609,0.246589438195993,NA,5,99,56.23,14.99,18.04,10.67,0.07,43.77,28.78,"WET",18.11,9.15475618774533,0.0446573472572943,4,60.2086790593217,26.3538277124762,18.1690452357496,"WET_UNDER"
"TACV","PNSL","CAN",99.7285911,105.1360113,285,154.8286377,7.140567123,15.525,2.713,0.09244,0.205,1.50995,5.517225,4.028075,100.272147532625,52.74695077038,9.36986301369863,7.16333333381389,14.7265086230259,0.684500000254633,0.679174246265133,"TACV_WET_CAN",0.272038336256011,0.00926915731791582,0.46397506621861,NA,5,102,53.74,9.37,16.84,19.89,0.16,46.26,36.89,"WET",17,16.1695310577186,0.0788757612571637,3,25.3030230465086,27.4439268868981,9.14364167137173,"WET_CAN"
"TACV","PNSL","UNDER",241.1341185,299.0541493,782,129.5292107,2.431837585,5.371666667,2.733,0.09341,0.1425,0.461275,5.689825,4.27785,41.4706971464928,41.129746226344,37.0849315068493,9.60250000016132,4.3312962218779,3.58500000005593,0.081317633970043,"TACV_WET_UNDER",0.113339415301365,0.00387377782045389,0.234657966661729,NA,5,101,52.05,7.96,19.61,20.22,0.16,47.95,39.99,"WET",19.77,6.61084290128591,0.0463918800090239,4,10.6122918134917,30.517454362068,10.8870300505198,"WET_UNDER"
"TAPG","PNSL","CAN",72.1324154,92.62785994,322,99.54273325,2.546274263,13.8,1.391,0.07646,0.20625,0.315575,2.26175,2.9356,138.633926848927,68.4852634341542,19.9890410958904,10.9300000031579,10.7465219767011,0.300666666615141,0.274892917168696,"TAPG_WET_CAN",0.192839792246857,0.0105999500468689,0.523436993106121,NA,5,104,65.82,3.4,5.66,24.98,0.14,34.18,30.78,"WET",5.8,6.26161503003197,0.030359345600155,3,28.6099472027209,39.8753161475983,9.81183677985567,"WET_CAN"
"TOCP","PNSL","CAN",96.6554878,116.4257315,214,70.94512805,6.258442835,7.34,1.992,0.10407,0.2125,0.452425,2.976675,2.967525,103.460240361024,37.0200407798257,31.8246575342466,9.74250000003753,6.09359521610564,0.352999999914047,0.537548079309255,"TOCP_WET_CAN",0.206092798799159,0.0107671072143717,0.40419607352359,NA,5,105,70.31,6.52,4.75,18.31,0.11,29.69,23.16,"WET",4.85,4.1657457827525,0.0196035095658941,3,12.7487076719857,24.2713325801723,6.00603725502372,"WET_CAN"
"TONR","PNSL","CAN",85.75755441,100.6719403,544.5,144.930267,10.98125484,16.9,1.67,0.09675,0.30375,0.381375,4.424825,4.962625,116.607802878692,110.776118307449,17.1945205479452,10.0200000032082,14.396292210929,0.799999999951822,1.09079598617809,"TONR_WET_CAN",0.194735030807416,0.0112818049285135,0.327020722968905,NA,5,107,63.13,6.55,11.47,18.72,0.13,36.87,30.32,"WET",11.6,11.5225751738094,0.037934403864393,3,48.0349680432517,62.7410800703671,16.7409004204039,"WET_CAN"
"TONR","PNSL","UNDER",152.4650802,194.6023273,856,57.87066227,1.231917848,3.795666667,1.235,0.07699,NA,NA,NA,NA,65.5887891632775,48.0845654481913,10.9479452054795,4.38666666594295,2.97379086226375,0.479555555447122,0.0633043738526759,"TONR_WET_UNDER",0.0810021546166478,0.00504968087768074,NA,NA,5,106,57.67,8.11,14.65,19.43,0.13,42.33,34.21,"WET",14.78,7.59497597231459,NA,4,27.5523072768996,20.5322581317595,11.3290450841556,"WET_UNDER"
"TOVL","PNSL","CAN",66.71821086,88.02177073,127,55.92654026,8.179652652,8.3825,1.473,0.07908,0.37,0.617775,4.256625,3.716,149.884115162857,19.2398757081403,44.1205479452055,9.40250000019258,6.35371679030979,0.276000000098546,0.929276085241509,"TOVL_WET_CAN",0.220779301634888,0.0118528358270787,0.307049344757337,NA,5,109,67.29,7.7,9.61,15.3,0.1,32.71,25.01,"WET",9.71,11.0313618090968,0.0298144913759374,3,5.62490136591935,13.6149693586859,3.2654153354985,"WET_CAN"
"TRIO","PNM","CAN",229.0811456,243.6192742,123,214.4772226,41.57822792,9.3625,4.114,0.3161,0.22,0.2752,1.9696,2.8028,43.6526540576197,48.8610428372502,9.5013698630137,7.29333332856265,8.80378711020723,2.24500000041723,1.70668876904486,"TRIO_DRY_CAN",0.179587018793047,0.0137986039476136,0.186580251516674,NA,5,110,69.61,17.43,7.15,5.63,0.18,30.39,12.96,"DRY",7.33,3.00879313595788,0.0136763324361722,1,19.2975654594301,29.5634772376452,10.3426747690795,"DRY_CAN"
"TYNC","PNM","CAN",118.2912184,147.1011867,162,128.493836,17.62539154,10.8625,2.617,0.12465,0.23,0.3107,1.9216,2.432,84.5371290892038,83.5847332949368,4.94794520547945,2.21749999981705,8.73506454180087,1.17850000004575,1.19818146511254,"TYNC_DRY_CAN",0.221233666826446,0.0105375531409693,0.295567030048747,NA,5,111,68.57,10.77,7.93,12.55,0.17,31.43,20.66,"DRY",8.11,5.51321181149927,0.0239704861369534,1,65.6267130974496,17.9580200201082,23.5289234562528,"DRY_CAN"
"UREC","PNM","CAN",189.9878334,201.3482774,90,236.5348526,38.6625241,12.45,2.883,0.2795,0.41,0.1339,0.4606,0.9887,52.6349494125027,80.0349470995811,2.00547945205479,3.79566666636627,11.7475478635508,0.111799999996185,1.92018151827506,"UREC_DRY_CAN",0.151746559156245,0.0147114683607945,0.121134604265748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,76.3797194731023,3.65522692852422,5.48090314784213,"DRY_CAN"
"VIR2","PNSL","CAN",90.62197497,110.3313068,355,71.26059001,12.75957408,7.8635,1.632,0.1202,0.3625,0.898525,1.8908,3.0368,110.34851097993,103.989385518905,5.68767123287671,7.73749999760608,6.45878237798594,1.39499999990079,1.15647810671993,"VIR2_WET_CAN",0.180088769919246,0.0132638910197876,0.25003063678524,NA,5,114,62.68,6.86,10.21,20.15,0.09,37.32,30.45,"WET",10.3,9.33551890096892,0.0257531555888798,3,59.0803502624289,44.9090276117866,16.689826279968,"WET_CAN"
"VIR3","PNSL","CAN",76.05936217,74.4479852,523,101.5392485,2.479535207,13.35,1.568,0.101,0.3125,0.39475,2.22825,3.034525,131.476253740454,53.0961781915174,35.8027397260274,10.5274999993846,13.6389518436558,0.692499999935377,0.333056052536395,"VIR3_WET_CAN",0.206154765865032,0.0132791016277858,0.429830302513009,NA,5,115,55.66,8.87,12.6,22.77,0.09,44.34,35.47,"WET",12.7,17.058890130985,0.0545884484191521,3,16.2536789511332,36.842496787376,8.58478636461697,"WET_CAN"
"VITT","PNM","CAN",145.9272079,158.5033023,96,149.8672425,13.27937592,10.27,2.092,0.13287,0.24,0.3713,2.0637,2.3167,68.527316762291,116.491627787367,6.01643835616438,15.3500000009941,9.45514953476146,1.73000000050735,0.837798060185904,"VITT_DRY_CAN",0.143359146666713,0.00910522457820561,0.26287570077123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,47.5427606425348,68.948860645453,14.7660369527382,"DRY_CAN"
"VOCF","PNSL","CAN",83.02520523,86.80027172,215,148.6151174,6.642016418,17.9,1.541,0.08945,0.335,0.66765,4.8369,2.60205,120.445351171341,41.0651190684113,5.06301369863014,13.6249999983494,17.1215037067398,0.33949999991733,0.765206869331676,"VOCF_WET_CAN",0.185606286155036,0.0107738366622764,0.343901530227338,NA,5,117,60.67,13.97,13.67,11.57,0.12,39.33,25.36,"WET",13.79,15.8870470411472,0.0474240210183499,3,19.9752175278215,21.0898947592326,4.95237967307853,"WET_CAN"
